,area_id,area_name,crm_cd,crm_cd_1,crm_cd_2,crm_cd_3,crm_cd_4,crm_cd_desc,cross_street,date_occ,date_rptd,dr_no,location,location_1,mocodes,premis_cd,premis_desc,rpt_dist_no,status,status_desc,time_occ,vict_age,vict_descent,vict_sex,weapon_desc,weapon_used_cd,Month,Year,Latitude,Longitude,Zip Code
19144,03,Southwest,210,210,,,,ROBBERY,S  VERMONT                      AV,2017-11-26,2017-11-26T00:00:00.000,170326252,W  ADAMS                        BL,"{'type': 'Point', 'coordinates': [-118.2915, 34.0328]}",1822 0344 0446 0416,101,STREET,0325,IC,Invest Cont,2120,50,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0328,-118.2915,90007
19271,03,Southwest,210,210,,,,ROBBERY,,2017-12-05,2017-12-05T00:00:00.000,170326864,4000    HILLCREST                    DR,"{'type': 'Point', 'coordinates': [-118.3477, 34.017]}",2000 1814 0344 0329 0444 0429,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0362,IC,Invest Cont,0300,24,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2017,34.017,-118.3477,90008
19274,03,Southwest,210,210,,,,ROBBERY,GRAMERCY                     PL,2017-12-01,2017-12-01T00:00:00.000,170326670,W  38TH                         PL,"{'type': 'Point', 'coordinates': [-118.3132, 34.0165]}",0302 0334 0416 0421 0446 0605 1822 1300 0906 0337,101,STREET,0375,AO,Adult Other,2200,24,H,M,REVOLVER,101,12,2017,34.0165,-118.3132,90062
19286,03,Southwest,210,210,,,,ROBBERY,W  36TH                         ST,2017-11-19,2017-11-19T00:00:00.000,170325728,11TH                         ST,"{'type': 'Point', 'coordinates': [-118.3295, 34.023]}",0342 0344 0371 0416 1822 2024 1309 0906,102,SIDEWALK,0334,IC,Invest Cont,0230,18,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.023,-118.3295,90018
19289,03,Southwest,210,210,,,,ROBBERY,,2017-11-08,2017-11-11T00:00:00.000,170325263,3900 S  WESTERN                      AV,"{'type': 'Point', 'coordinates': [-118.3089, 34.0146]}",0305 0416 0446 0344 0377 0913 1414,109,PARK/PLAYGROUND,0376,AO,Adult Other,2200,56,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0146,-118.3089,90062
19304,03,Southwest,210,210,,,,ROBBERY,GRAMERCY                     PL,2017-11-22,2017-11-22T00:00:00.000,170325954,EXPOSITION                   BL,"{'type': 'Point', 'coordinates': [-118.3132, 34.0183]}",0906 0432 0202 0334 0342 0344 0355 1822,101,STREET,0355,IC,Invest Cont,0110,26,H,M,HAND GUN,102,11,2017,34.0183,-118.3132,90018
19312,03,Southwest,210,210,,,,ROBBERY,THRIVE                       DR,2017-11-11,2017-11-11T00:00:00.000,170325232,MARLTON                      AV,"{'type': 'Point', 'coordinates': [-118.3403, 34.0126]}",0355 0344 0334 0216 0342 0432,108,PARKING LOT,0363,IC,Invest Cont,1615,26,B,M,SEMI-AUTOMATIC PISTOL,109,11,2017,34.0126,-118.3403,90008
19326,03,Southwest,210,210,,,,ROBBERY,SAINT ANDREWS,2017-11-17,2017-11-17T00:00:00.000,170325680,W  27TH                         ST,"{'type': 'Point', 'coordinates': [-118.3121, 34.0309]}",0302 0344 1822 0216 0305 0337 0449,102,SIDEWALK,0315,IC,Invest Cont,2145,24,H,M,HAND GUN,102,11,2017,34.0309,-118.3121,90018
19333,03,Southwest,210,210,,,,ROBBERY,,2017-12-02,2017-12-02T00:00:00.000,170326732,4300 S  VERMONT                      AV,"{'type': 'Point', 'coordinates': [-118.2915, 34.0055]}",1822 0344 0337 0432 0334 0324,248,CELL PHONE STORE,0396,IC,Invest Cont,1852,,X,X,MACHETE,215,12,2017,34.0055,-118.2915,90037
19334,03,Southwest,210,210,,,,ROBBERY,,2017-11-03,2017-11-03T00:00:00.000,170324678,4000 S  BUDLONG                      AV,"{'type': 'Point', 'coordinates': [-118.2959, 34.0109]}",2024 0416 0336 1258 1251 1815 0344,101,STREET,0397,JA,Juv Arrest,1645,15,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0109,-118.2959,90062
19341,03,Southwest,210,210,,,,ROBBERY,,2017-11-24,2017-11-24T00:00:00.000,170326137,5200 W  ADAMS                        BL,"{'type': 'Point', 'coordinates': [-118.3552, 34.0325]}",0104 0325 0400 2004,402,MARKET,0312,AA,Adult Arrest,1530,,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0325,-118.3552,90016
19428,03,Southwest,210,210,,,,ROBBERY,,2017-11-19,2017-11-19T00:00:00.000,170325775,3900    CRENSHAW                     BL,"{'type': 'Point', 'coordinates': [-118.3403, 34.0126]}",0342 1822 1309 1300 0334 0432 0344 0302 0371,108,PARKING LOT,0363,IC,Invest Cont,1845,29,B,M,HAND GUN,102,11,2017,34.0126,-118.3403,90008
19445,03,Southwest,210,210,,,,ROBBERY,,2017-12-03,2017-12-03T00:00:00.000,170326747,1400 W  30TH                         ST,"{'type': 'Point', 'coordinates': [-118.2948, 34.0272]}",0344 0444 2000 1814,501,SINGLE FAMILY DWELLING,0338,AO,Adult Other,0945,38,O,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2017,34.0272,-118.2948,90007
19471,03,Southwest,210,210,998,,,ROBBERY,S  LA BREA                      BL,2017-11-24,2017-11-24T00:00:00.000,170326101,EXPOSITION                   BL,"{'type': 'Point', 'coordinates': [-118.3551, 34.025]}",0344 0302 0355 0305 1822 1402 1414,101,STREET,0331,AA,Adult Arrest,0015,24,B,M,REVOLVER,101,11,2017,34.025,-118.3551,90016
19507,03,Southwest,210,210,,,,ROBBERY,DENKER                       AV,2017-11-22,2017-11-22T00:00:00.000,170326017,MARTIN LUTHER KING JR        BL,"{'type': 'Point', 'coordinates': [-118.3045, 34.0109]}",0344 0400 1822 2033 0448,101,STREET,0395,IC,Invest Cont,0340,55,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0109,-118.3045,90062
19522,03,Southwest,210,210,,,,ROBBERY,,2017-11-20,2017-11-20T00:00:00.000,170325939,3800    STOCKER                      ST,"{'type': 'Point', 'coordinates': [-118.3515, 34.0067]}",0342 0344 0355 0416 0446 1251 1259 1822,101,STREET,0391,IC,Invest Cont,1715,17,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0067,-118.3515,90008
19529,03,Southwest,210,210,,,,ROBBERY,10TH                         AV,2017-11-09,2017-11-09T00:00:00.000,170325093,W  52ND                         ST,"{'type': 'Point', 'coordinates': [-118.3282, 33.995]}",0371 0342 1259 0344 1251 0906 0370 1822,101,STREET,0392,IC,Invest Cont,0745,16,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,33.995,-118.3282,90043
19536,03,Southwest,210,210,,,,ROBBERY,CIMARRON                     ST,2017-11-28,2017-11-28T00:00:00.000,170326410,W  28TH                         ST,"{'type': 'Point', 'coordinates': [-118.3152, 34.03]}",0344 0334 0432 1822 0355,102,SIDEWALK,0336,IC,Invest Cont,1830,28,B,M,HAND GUN,102,11,2017,34.03,-118.3152,90018
19587,03,Southwest,210,210,,,,ROBBERY,CLYDE                        AV,2017-11-05,2017-11-06T00:00:00.000,170324811,W  JEFFERSON                    BL,"{'type': 'Point', 'coordinates': [-118.3686, 34.0263]}",0342 1822 0302 1251 0444 0429 0370 0355 0449 0432,101,STREET,0311,IC,Invest Cont,2350,22,H,F,REVOLVER,101,11,2017,34.0263,-118.3686,90016
19601,03,Southwest,210,210,,,,ROBBERY,W  37TH                         ST,2017-11-25,2017-11-25T00:00:00.000,170326218,S  WESTERN                      AV,"{'type': 'Point', 'coordinates': [-118.3089, 34.0211]}",0342 1218 0344 1822 0416,202,LIQUOR STORE,0356,IC,Invest Cont,2030,48,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0211,-118.3089,90018
19640,03,Southwest,210,210,,,,ROBBERY,W  23RD                         ST,2017-11-12,2017-11-12T00:00:00.000,170325295,MAGNOLIA,"{'type': 'Point', 'coordinates': [-118.2865, 34.0352]}",1822 0344 0377 0400 0346 0305,101,STREET,0318,IC,Invest Cont,1000,59,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0352,-118.2865,90007
19646,03,Southwest,210,210,,,,ROBBERY,VERMONT                      AV,2017-11-04,2017-11-04T00:00:00.000,170324768,25TH                         ST,"{'type': 'Point', 'coordinates': [-118.2923, 34.0307]}",0344 0337 0334 1822 1019 0202,102,SIDEWALK,0325,IC,Invest Cont,2010,27,A,M,SWITCH BLADE,206,11,2017,34.0307,-118.2923,90007
19698,03,Southwest,210,210,,,,ROBBERY,2ND                          AV,2017-04-15,2017-11-28T00:00:00.000,170326420,JEFFERSON                    BL,"{'type': 'Point', 'coordinates': [-118.3189, 34.0256]}",1206 1822 0344 0305 0444 0429 0448 0342 0341,103,ALLEY,0335,IC,Invest Cont,2220,42,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,4,2017,34.0256,-118.3189,90018
19699,03,Southwest,210,210,910,,,ROBBERY,CHESAPEAKE,2017-12-01,2017-12-01T00:00:00.000,170326668,COLISEUM,"{'type': 'Point', 'coordinates': [-118.3403, 34.0126]}",0334 0906 1310 0416 0342 0344 0418 0449 1302 1402,101,STREET,0363,IC,Invest Cont,2000,25,W,M,HAND GUN,102,12,2017,34.0126,-118.3403,90008
19716,03,Southwest,210,210,998,,,ROBBERY,,2017-11-04,2017-11-04T00:00:00.000,170324706,3700 W  27TH                         ST,"{'type': 'Point', 'coordinates': [-118.3251, 34.0312]}",2000 1813 0344 1402 0216 1414,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0314,AA,Adult Arrest,0300,38,B,F,FOLDING KNIFE,204,11,2017,34.0312,-118.3251,90018
19734,03,Southwest,210,210,,,,ROBBERY,,2017-12-04,2017-12-04T00:00:00.000,170326855,2800    CRENSHAW                     BL,"{'type': 'Point', 'coordinates': [-118.3351, 34.0312]}",0216 0334 0342 0344 0337 0432 1822 1236,210,RESTAURANT/FAST FOOD,0334,IC,Invest Cont,2335,16,X,X,HAND GUN,102,12,2017,34.0312,-118.3351,90018
19751,03,Southwest,210,210,,,,ROBBERY,ADAMS,2017-02-01,2017-02-01T00:00:00.000,170326687,FLOWER,"{'type': 'Point', 'coordinates': [-118.2753, 34.0268]}",0334 0337 0344,101,STREET,0329,IC,Invest Cont,2200,25,B,M,REVOLVER,101,2,2017,34.0268,-118.2753,90007
19764,03,Southwest,210,210,,,,ROBBERY,,2017-11-28,2017-11-28T00:00:00.000,170326425,3400 W  JEFFERSON                    BL,"{'type': 'Point', 'coordinates': [-118.3327, 34.0256]}",0344 0305 0346 1822 0377,102,SIDEWALK,0334,IC,Invest Cont,1730,32,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0256,-118.3327,90018
19810,03,Southwest,210,210,,,,ROBBERY,FARMDALE,2017-11-16,2017-11-16T00:00:00.000,170325558,EXPOSITION,"{'type': 'Point', 'coordinates': [-118.346, 34.0239]}",0344 0400 0416 2024 0910 0443 1822,948,MTA - EXPO LINE - FARMDALE,0353,IC,Invest Cont,1410,18,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0239,-118.346,90016
19818,03,Southwest,210,210,,,,ROBBERY,,2017-11-20,2017-11-20T00:00:00.000,170325867,3900    STEVELY                      AV,"{'type': 'Point', 'coordinates': [-118.3536, 34.0163]}",0370 0344 1822 1309 0216 0334 0432 0302 0416 0206,103,ALLEY,0361,IC,Invest Cont,1630,52,B,M,HAND GUN,102,11,2017,34.0163,-118.3536,90008
19823,03,Southwest,210,210,,,,ROBBERY,CRENSHAW,2017-12-03,2017-12-03T00:00:00.000,170326776,EXPOSITION,"{'type': 'Point', 'coordinates': [-118.3351, 34.0227]}",0342 2024 1815 0432 0305 0344 1822 0346,102,SIDEWALK,0373,JA,Juv Arrest,1610,58,W,M,VERBAL THREAT,511,12,2017,34.0227,-118.3351,90016
19827,03,Southwest,210,210,,,,ROBBERY,S  WESTERN                      AV,2017-11-10,2017-11-11T00:00:00.000,170325224,W  MARTIN LUTHER KING JR        BL,"{'type': 'Point', 'coordinates': [-118.3089, 34.0109]}",0910 0346 1822 0429 2024 0342 0400 1251,801,MTA BUS,0395,IC,Invest Cont,0830,29,A,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0109,-118.3089,90062
19845,03,Southwest,210,210,,,,ROBBERY,,2017-11-19,2017-11-19T00:00:00.000,170325785,4000    CRENSHAW                     BL,"{'type': 'Point', 'coordinates': [-118.3351, 34.0124]}",0325 0416 0104 0216,404,DEPARTMENT STORE,0363,AA,Adult Arrest,1400,16,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0124,-118.3351,90008
19893,03,Southwest,210,210,,,,ROBBERY,STEVELY,2017-11-22,2017-11-24T00:00:00.000,170326112,COLISEUM,"{'type': 'Point', 'coordinates': [-118.3536, 34.0183]}",0906 0312 0449 1251 0342 0344 0334 0432 1822,103,ALLEY,0361,IC,Invest Cont,1730,19,B,M,SEMI-AUTOMATIC PISTOL,109,11,2017,34.0183,-118.3536,90016
19936,04,Hollenbeck,210,210,,,,ROBBERY,,2017-12-04,2017-12-04T00:00:00.000,170419064,2500    WABASH                       AV,"{'type': 'Point', 'coordinates': [-118.2019, 34.0522]}",0325 0400,202,LIQUOR STORE,0456,IC,Invest Cont,2040,,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2017,34.0522,-118.2019,90033
19953,03,Southwest,210,210,,,,ROBBERY,,2017-12-10,2017-12-10T00:00:00.000,170327248,1100 W  36TH                         PL,"{'type': 'Point', 'coordinates': [-118.2915, 34.0221]}",0216 0355 0432 1251 1822,102,SIDEWALK,0357,IC,Invest Cont,0310,19,O,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2017,34.0221,-118.2915,90007
20014,04,Hollenbeck,210,210,,,,ROBBERY,INEZ,2017-11-27,2017-11-27T00:00:00.000,170418749,SOTO,"{'type': 'Point', 'coordinates': [-118.2144, 34.0364]}",0334 0355 0344,102,SIDEWALK,0477,IC,Invest Cont,2310,24,H,M,SEMI-AUTOMATIC PISTOL,109,11,2017,34.0364,-118.2144,90033
20024,04,Hollenbeck,210,210,,,,ROBBERY,,2017-12-07,2017-12-07T00:00:00.000,170419162,4800    HUNTINGTON                   DR,"{'type': 'Point', 'coordinates': [-118.1744, 34.0879]}",0325 0400,203,OTHER BUSINESS,0426,IC,Invest Cont,1750,,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2017,34.0879,-118.1744,90032
20029,04,Hollenbeck,210,210,,,,ROBBERY,,2017-11-23,2017-11-23T00:00:00.000,170418601,2900    ROSALIND                     PL,"{'type': 'Point', 'coordinates': [-118.213, 34.0253]}",0906 0344 0334 0355 0371,101,STREET,0489,IC,Invest Cont,0810,32,H,M,REVOLVER,101,11,2017,34.0253,-118.213,90023
20043,03,Southwest,210,210,,,,ROBBERY,EXPOSITION                   BL,2017-12-05,2017-12-05T00:00:00.000,170326929,FARMDALE                     AV,"{'type': 'Point', 'coordinates': [-118.346, 34.0215]}",0906 1259 1251 0202 1822 0400 0344 0421 0432,102,SIDEWALK,0351,IC,Invest Cont,1500,16,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2017,34.0215,-118.346,90016
20053,03,Southwest,210,210,,,,ROBBERY,S  VERMONT                      AV,2017-12-11,2017-12-11T00:00:00.000,170327278,W  24TH                         ST,"{'type': 'Point', 'coordinates': [-118.2915, 34.0344]}",0302 0342 0334 1309 0344 1822 0312 0370 0449 1313,101,STREET,0318,IC,Invest Cont,0115,52,H,M,HAND GUN,102,12,2017,34.0344,-118.2915,90007
20063,04,Hollenbeck,210,210,,,,ROBBERY,,2017-11-19,2017-11-19T00:00:00.000,170418425,2600 N  BROADWAY,"{'type': 'Point', 'coordinates': [-118.2156, 34.0736]}",0342 0344 0416 1202 0429 0305 0370 0302,101,STREET,0422,IC,Invest Cont,0300,60,H,M,REVOLVER,101,11,2017,34.0736,-118.2156,90031
20086,04,Hollenbeck,210,210,,,,ROBBERY,,2017-12-08,2017-12-08T00:00:00.000,170419201,2200    LINCOLN PARK                 AV,"{'type': 'Point', 'coordinates': [-118.2025, 34.0704]}",0906 0352 0355 0371,102,SIDEWALK,0424,IC,Invest Cont,1550,15,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2017,34.0704,-118.2025,90031
20112,03,Southwest,210,210,,,,ROBBERY,S  VERMONT                      AV,2017-12-10,2017-12-11T00:00:00.000,170327355,W  VERNON                       AV,"{'type': 'Point', 'coordinates': [-118.2819, 34.0075]}",0342 0344 1202 0416 1309 0216 0429 1822,101,STREET,0399,IC,Invest Cont,2000,74,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2017,34.0075,-118.2819,90037
20123,04,Hollenbeck,210,210,,,,ROBBERY,6TH,2017-12-06,2017-12-06T00:00:00.000,170419127,BOYLE,"{'type': 'Point', 'coordinates': [-118.2197, 34.0406]}",0344 0421 0417 0446 0355,109,PARK/PLAYGROUND,0462,IC,Invest Cont,1650,28,H,M,VERBAL THREAT,511,12,2017,34.0406,-118.2197,90033
20166,03,Southwest,210,210,,,,ROBBERY,UNION                        AV,2017-12-08,2017-12-08T00:00:00.000,170327186,W  23RD                         ST,"{'type': 'Point', 'coordinates': [-118.2834, 34.035]}",1310 1300 1312 0342 0344 0354 0416 0446 0605 1822,101,STREET,0308,AO,Adult Other,1630,35,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2017,34.035,-118.2834,90007
20178,04,Hollenbeck,210,210,,,,ROBBERY,,2017-11-04,2017-11-04T00:00:00.000,170417783,100 E  AVENUE 26,"{'type': 'Point', 'coordinates': [-118.2157, 34.0765]}",0446 2004 0344,102,SIDEWALK,0415,IC,Invest Cont,1630,31,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0765,-118.2157,90031
20238,04,Hollenbeck,210,210,,,,ROBBERY,EVERGREEN,2017-11-18,2017-11-18T00:00:00.000,170418417,WABASH,"{'type': 'Point', 'coordinates': [-118.1961, 34.0497]}",0446 0344,101,STREET,0459,IC,Invest Cont,2200,32,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0497,-118.1961,90063
20240,04,Hollenbeck,210,210,,,,ROBBERY,,2017-11-22,2017-11-22T00:00:00.000,170418564,3300 E  OLYMPIC                      BL,"{'type': 'Point', 'coordinates': [-118.2081, 34.0191]}",0344 0346 0446,203,OTHER BUSINESS,0497,IC,Invest Cont,1415,16,X,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0191,-118.2081,90023
20262,03,Southwest,210,210,,,,ROBBERY,WALTON                       AV,2017-12-10,2017-12-10T00:00:00.000,170327292,W  41ST                         PL,"{'type': 'Point', 'coordinates': [-118.2941, 34.0082]}",0416 0342 1309 0344 2000 1814 1313 1222 1414 2007,101,STREET,0397,IC,Invest Cont,1510,23,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2017,34.0082,-118.2941,90037
20284,04,Hollenbeck,210,210,,,,ROBBERY,DACOTAH,2017-10-28,2017-10-28T00:00:00.000,170417479,4TH                          ST,"{'type': 'Point', 'coordinates': [-118.2023, 34.0364]}",0334 0337 0340 0302 0327,101,STREET,0468,JA,Juv Arrest,1835,35,H,M,HAND GUN,102,10,2017,34.0364,-118.2023,90023
20306,04,Hollenbeck,210,210,,,,ROBBERY,EASTERN                      AV,2017-11-10,2017-11-10T00:00:00.000,170418060,HUNTINGTON                   DR,"{'type': 'Point', 'coordinates': [-118.1784, 34.0862]}",0355 0325,401,MINI-MART,0408,IC,Invest Cont,2200,16,X,M,SIMULATED GUN,113,11,2017,34.0862,-118.1784,90032
20334,04,Hollenbeck,210,210,,,,ROBBERY,,2017-12-03,2017-12-03T00:00:00.000,170419017,2100    THOMAS                       ST,"{'type': 'Point', 'coordinates': [-118.2051, 34.0692]}",0344 0355 1227 0302 0209 1300,102,SIDEWALK,0424,IC,Invest Cont,2030,22,H,M,SEMI-AUTOMATIC PISTOL,109,12,2017,34.0692,-118.2051,90031
20336,04,Hollenbeck,210,210,,,,ROBBERY,OLYMPIC,2017-12-12,2017-12-12T00:00:00.000,170419359,RIO VISTA,"{'type': 'Point', 'coordinates': [-118.2229, 34.0234]}",0302 0355 0344,101,STREET,0491,IC,Invest Cont,0230,52,H,M,SEMI-AUTOMATIC PISTOL,109,12,2017,34.0234,-118.2229,90021
20341,04,Hollenbeck,210,210,,,,ROBBERY,4TH                          ST,2017-11-30,2017-11-30T00:00:00.000,170418905,EVERGREEN,"{'type': 'Point', 'coordinates': [-118.2043, 34.0373]}",0344 0334 0337 0913,101,STREET,0467,IC,Invest Cont,1300,42,H,M,OTHER KNIFE,207,11,2017,34.0373,-118.2043,90033
20353,04,Hollenbeck,210,210,,,,ROBBERY,BOYLE,2017-11-08,2017-11-08T00:00:00.000,170417949,1ST,"{'type': 'Point', 'coordinates': [-118.2178, 34.0517]}",0344 2004 1218 0416 0370,101,STREET,0453,IC,Invest Cont,0430,58,H,M,UNKNOWN WEAPON/OTHER WEAPON,500,11,2017,34.0517,-118.2178,90033
20407,04,Hollenbeck,210,210,,,,ROBBERY,,2017-11-18,2017-11-18T00:00:00.000,170418407,3400    MANITOU                      AV,"{'type': 'Point', 'coordinates': [-118.2052, 34.072]}",0334 0344,501,SINGLE FAMILY DWELLING,0424,IC,Invest Cont,1745,16,X,M,OTHER KNIFE,207,11,2017,34.072,-118.2052,90031
20422,04,Hollenbeck,210,210,,,,ROBBERY,,2017-11-11,2017-11-11T00:00:00.000,170418092,2600 E  CESAR E CHAVEZ               AV,"{'type': 'Point', 'coordinates': [-118.2053, 34.0457]}",0325 0334,402,MARKET,0466,IC,Invest Cont,1810,,X,X,SEMI-AUTOMATIC PISTOL,109,11,2017,34.0457,-118.2053,90033
20446,04,Hollenbeck,210,210,,,,ROBBERY,SOTO,2017-11-12,2017-11-12T00:00:00.000,170401256,4TH                          ST,"{'type': 'Point', 'coordinates': [-118.2106, 34.0401]}",0344 1202 0400 0334 0448,102,SIDEWALK,0467,AA,Adult Arrest,1400,65,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0401,-118.2106,90033
20448,04,Hollenbeck,210,210,,,,ROBBERY,VAN HORNE,2017-11-10,2017-11-10T00:00:00.000,170418042,HUNTINGTON                   DR,"{'type': 'Point', 'coordinates': [-118.1708, 34.0895]}",0371 0400 0446 0302 0416 1601,101,STREET,0409,IC,Invest Cont,1330,31,H,M,REVOLVER,101,11,2017,34.0895,-118.1708,90032
20474,04,Hollenbeck,210,210,,,,ROBBERY,,2017-11-19,2017-11-19T00:00:00.000,170418424,5700    HUNTINGTON DR,"{'type': 'Point', 'coordinates': [-118.1645, 34.0949]}",0302 0334 0355 0330 0916,108,PARKING LOT,0409,AA,Adult Arrest,1045,25,H,M,HAND GUN,102,11,2017,34.0949,-118.1645,91030
20516,04,Hollenbeck,210,210,,,,ROBBERY,,2017-11-30,2017-11-30T00:00:00.000,170418908,3100    FAIRMONT                     ST,"{'type': 'Point', 'coordinates': [-118.1956, 34.045]}",0342 1309 0443 0326 0916,104,DRIVEWAY,0459,IC,Invest Cont,2035,20,H,M,VERBAL THREAT,511,11,2017,34.045,-118.1956,90063
20525,04,Hollenbeck,210,210,,,,ROBBERY,,2017-11-18,2017-11-18T00:00:00.000,170418414,5200    TEMPLETON,"{'type': 'Point', 'coordinates': [-118.17, 34.0848]}",0334 0344 0305 0446,101,STREET,0428,IC,Invest Cont,2020,16,X,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0848,-118.17,90032
20553,03,Southwest,210,210,,,,ROBBERY,STOCKER,2017-12-06,2017-12-06T00:00:00.000,170327001,CRENSHAW,"{'type': 'Point', 'coordinates': [-118.3351, 34.0085]}",0342 1822 0344 0377 0334 0432 0302,101,STREET,0363,IC,Invest Cont,2205,28,B,M,REVOLVER,101,12,2017,34.0085,-118.3351,90008
20562,04,Hollenbeck,210,210,,,,ROBBERY,DALY,2017-12-06,2017-12-06T00:00:00.000,170419125,ALHAMBRA,"{'type': 'Point', 'coordinates': [-118.2153, 34.0635]}",0334 0344 1218,102,SIDEWALK,0421,IC,Invest Cont,2115,56,B,M,FOLDING KNIFE,204,12,2017,34.0635,-118.2153,90033
20579,03,Southwest,210,210,,,,ROBBERY,,2017-12-07,2017-12-07T00:00:00.000,170327049,4400    EXPOSITION                   BL,"{'type': 'Point', 'coordinates': [-118.3442, 34.0237]}",0216 0344 0444 1822 0910,948,MTA - EXPO LINE - FARMDALE,0353,IC,Invest Cont,1258,36,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2017,34.0237,-118.3442,90016
20614,04,Hollenbeck,210,210,,,,ROBBERY,,2017-11-20,2017-11-20T00:00:00.000,170401278,200 S  CUMMINGS                     ST,"{'type': 'Point', 'coordinates': [-118.2155, 34.0446]}",0400 0344,101,STREET,0463,IC,Invest Cont,1855,52,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0446,-118.2155,90033
20630,04,Hollenbeck,210,210,,,,ROBBERY,,2017-11-25,2017-11-25T00:00:00.000,170418678,300 N  FICKETT                      ST,"{'type': 'Point', 'coordinates': [-118.2063, 34.0442]}",0334 1227 0344 0355 0305,101,STREET,0466,IC,Invest Cont,2300,19,H,M,OTHER KNIFE,207,11,2017,34.0442,-118.2063,90033
